-47.9375 24 -12.238778114318848 65 65
-52.25 25 -13.846273422241211 98 65
-3.25 35 -25.95808219909668 54 65
-5.9375 33.5 -26.219549179077148 65 54
-20.0625 28 -11.064404487609863 87 98
-19.8125 32 -14.364264488220215 32 65
-20.125 37.5 -19.408235549926758 21 32
-44.75 2.5 5.0173168182373047 54 54
-47.3125 -2 8.0920944213867187 na 87
-48.0625 -4 10.213415145874023 87 98
